status, oldUrl,expectedUrl,reason, actualUrl
passed, https://ukplmigration.thomsonreuters.com/A15672 ,https://uk.practicallaw.thomsonreuters.com/9-101-2922, ,
passed, https://ukplmigration.thomsonreuters.com/A15716 ,https://uk.practicallaw.thomsonreuters.com/6-101-2966, ,
passed, https://ukplmigration.thomsonreuters.com/A15740 ,https://uk.practicallaw.thomsonreuters.com/6-101-2990, ,
passed, https://ukplmigration.thomsonreuters.com/A15748 ,https://uk.practicallaw.thomsonreuters.com/9-101-2998, ,
passed, https://ukplmigration.thomsonreuters.com/A15845 ,https://uk.practicallaw.thomsonreuters.com/5-101-3061, ,
passed, https://ukplmigration.thomsonreuters.com/A15861 ,https://uk.practicallaw.thomsonreuters.com/1-101-3077, ,
passed, https://ukplmigration.thomsonreuters.com/A15863 ,https://uk.practicallaw.thomsonreuters.com/7-101-3079, ,
passed, https://ukplmigration.thomsonreuters.com/A15880 ,https://uk.practicallaw.thomsonreuters.com/1-101-3096, ,
passed, https://ukplmigration.thomsonreuters.com/A15886 ,https://uk.practicallaw.thomsonreuters.com/7-101-3102, ,
passed, https://ukplmigration.thomsonreuters.com/A15932 ,https://uk.practicallaw.thomsonreuters.com/0-101-3148, ,
failed, https://ukplmigration.thomsonreuters.com/A15935 ,https://uk.practicallaw.thomsonreuters.com/4-101-3151,java.lang.AssertionError: Document is unavailable,Page not found
passed, https://ukplmigration.thomsonreuters.com/A15949 ,https://uk.practicallaw.thomsonreuters.com/4-101-3165, ,
passed, https://ukplmigration.thomsonreuters.com/A16000 ,https://uk.practicallaw.thomsonreuters.com/5-101-3216, ,
passed, https://ukplmigration.thomsonreuters.com/A16077 ,https://uk.practicallaw.thomsonreuters.com/8-101-3267, ,
failed, https://ukplmigration.thomsonreuters.com/A16078 ,https://uk.practicallaw.thomsonreuters.com/5-107-3776,java.lang.AssertionError: Error except of document,This document is not available on Practical Law
passed, https://ukplmigration.thomsonreuters.com/A16079 ,https://uk.practicallaw.thomsonreuters.com/3-107-3777, ,
passed, https://ukplmigration.thomsonreuters.com/A16083 ,https://uk.practicallaw.thomsonreuters.com/3-101-9281, ,
passed, https://ukplmigration.thomsonreuters.com/A16084 ,https://uk.practicallaw.thomsonreuters.com/9-107-3779, ,
passed, https://ukplmigration.thomsonreuters.com/A16085 ,https://uk.practicallaw.thomsonreuters.com/6-101-3268, ,
passed, https://ukplmigration.thomsonreuters.com/A16087 ,https://uk.practicallaw.thomsonreuters.com/5-107-3781, ,
passed, https://ukplmigration.thomsonreuters.com/A16094 ,https://uk.practicallaw.thomsonreuters.com/0-101-3271, ,
passed, https://ukplmigration.thomsonreuters.com/A16096 ,https://uk.practicallaw.thomsonreuters.com/8-101-3272, ,
passed, https://ukplmigration.thomsonreuters.com/A16097 ,https://uk.practicallaw.thomsonreuters.com/6-101-3273, ,
passed, https://ukplmigration.thomsonreuters.com/A16099 ,https://uk.practicallaw.thomsonreuters.com/9-107-3784, ,
passed, https://ukplmigration.thomsonreuters.com/A16102 ,https://uk.practicallaw.thomsonreuters.com/7-101-3277, ,
passed, https://ukplmigration.thomsonreuters.com/A16116 ,https://uk.practicallaw.thomsonreuters.com/4-107-3786, ,
passed, https://ukplmigration.thomsonreuters.com/A16124 ,https://uk.practicallaw.thomsonreuters.com/7-101-3296, ,
passed, https://ukplmigration.thomsonreuters.com/A1613 ,https://uk.practicallaw.thomsonreuters.com/2-100-1559, ,
passed, https://ukplmigration.thomsonreuters.com/A16146 ,https://uk.practicallaw.thomsonreuters.com/9-101-3318, ,
passed, https://ukplmigration.thomsonreuters.com/A16174 ,https://uk.practicallaw.thomsonreuters.com/0-101-3346, ,
passed, https://ukplmigration.thomsonreuters.com/A16202 ,https://uk.practicallaw.thomsonreuters.com/0-101-9305, ,
passed, https://ukplmigration.thomsonreuters.com/A16204 ,https://uk.practicallaw.thomsonreuters.com/1-200-4741, ,
passed, https://ukplmigration.thomsonreuters.com/A16207 ,https://uk.practicallaw.thomsonreuters.com/4-101-3373, ,
passed, https://ukplmigration.thomsonreuters.com/A16220 ,https://uk.practicallaw.thomsonreuters.com/9-101-3380, ,
passed, https://ukplmigration.thomsonreuters.com/A16265 ,https://uk.practicallaw.thomsonreuters.com/2-107-3787, ,
passed, https://ukplmigration.thomsonreuters.com/A16266 ,https://uk.practicallaw.thomsonreuters.com/2-101-3388, ,
passed, https://ukplmigration.thomsonreuters.com/A16269 ,https://uk.practicallaw.thomsonreuters.com/8-101-3390, ,
passed, https://ukplmigration.thomsonreuters.com/A16274 ,https://uk.practicallaw.thomsonreuters.com/0-101-3394, ,
passed, https://ukplmigration.thomsonreuters.com/A16276 ,https://uk.practicallaw.thomsonreuters.com/8-107-3789, ,
passed, https://ukplmigration.thomsonreuters.com/A16284 ,https://uk.practicallaw.thomsonreuters.com/5-101-3400, ,
passed, https://ukplmigration.thomsonreuters.com/A16293 ,https://uk.practicallaw.thomsonreuters.com/6-101-3409, ,
passed, https://ukplmigration.thomsonreuters.com/A16427 ,https://uk.practicallaw.thomsonreuters.com/9-101-3530, ,
